,FileName,angry,sad,neutral,happy,EmoAct,EmoVal,SpkrID,Gender,Split_Set,dominant_emotion
3484,MSP-IMPROV-S05N-M03-S-MF03.wav,0.016667,0.416667,0.55,0.016667,0.10714275000000001,0.35714274999999995,3,Male,Development,neutral
3485,MSP-IMPROV-S05N-M03-S-MF04.wav,0.016667,0.016667,0.95,0.016667,0.35,0.4,3,Male,Development,neutral
3486,MSP-IMPROV-S05N-M03-S-MF05.wav,0.016667,0.016667,0.95,0.016667,0.15000000000000002,0.5,3,Male,Development,neutral
3487,MSP-IMPROV-S05N-M03-T-MF01.wav,0.045833,0.279167,0.658333,0.016667,0.2890625,0.4296875,3,Male,Development,neutral
3489,MSP-IMPROV-S05N-M04-P-MF01.wav,0.016667,0.016667,0.95,0.016667,0.30000000000000004,0.5,4,Male,Test,neutral
3490,MSP-IMPROV-S05N-M04-S-FM01.wav,0.95,0.016667,0.016667,0.016667,0.65,0.2,4,Male,Test,angry
3491,MSP-IMPROV-S05N-M04-S-MF01.wav,0.016667,0.016667,0.95,0.016667,0.44999999999999996,0.44999999999999996,4,Male,Test,neutral
3492,MSP-IMPROV-S05N-M04-S-MF02.wav,0.016667,0.016667,0.95,0.016667,0.35,0.6,4,Male,Test,neutral
3493,MSP-IMPROV-S05N-M04-T-MF01.wav,0.088462,0.160256,0.734615,0.016667,0.35576925000000004,0.45192299999999996,4,Male,Test,neutral
3536,MSP-IMPROV-S05S-F03-P-FM01.wav,0.016667,0.016667,0.203333,0.763333,0.55,0.75,3,Female,Development,happy
3537,MSP-IMPROV-S05S-F03-P-FM02.wav,0.016667,0.016667,0.016667,0.95,0.5,0.65,3,Female,Development,happy
3539,MSP-IMPROV-S05S-F03-P-MF02.wav,0.016667,0.016667,0.016667,0.95,0.65,0.8999999999999999,3,Female,Development,happy
3540,MSP-IMPROV-S05S-F03-P-MF03.wav,0.016667,0.816667,0.15,0.016667,0.14285725,0.14285725,3,Female,Development,sad
3541,MSP-IMPROV-S05S-F03-P-MF04.wav,0.016667,0.95,0.016667,0.016667,0.16666674999999997,0.125,3,Female,Development,sad
3542,MSP-IMPROV-S05S-F03-P-MF05.wav,0.016667,0.016667,0.016667,0.95,0.65,0.8,3,Female,Development,happy
3543,MSP-IMPROV-S05S-F03-P-MF06.wav,0.016667,0.39,0.016667,0.576667,0.55,0.55,3,Female,Development,happy
3544,MSP-IMPROV-S05S-F03-S-FM01.wav,0.203333,0.763333,0.016667,0.016667,0.44999999999999996,0.15000000000000002,3,Female,Development,sad
3545,MSP-IMPROV-S05S-F03-S-FM02.wav,0.283333,0.683333,0.016667,0.016667,0.28571424999999995,0.28571424999999995,3,Female,Development,sad
3546,MSP-IMPROV-S05S-F03-S-MF01.wav,0.016667,0.763333,0.203333,0.016667,0.25,0.25,3,Female,Development,sad
3547,MSP-IMPROV-S05S-F03-S-MF02.wav,0.016667,0.95,0.016667,0.016667,0.25,0.20833325000000003,3,Female,Development,sad
3548,MSP-IMPROV-S05S-F03-S-MF03.wav,0.016667,0.95,0.016667,0.016667,0.25,0.09999999999999998,3,Female,Development,sad
3549,MSP-IMPROV-S05S-F03-S-MF04.wav,0.016667,0.95,0.016667,0.016667,0.25,0.09999999999999998,3,Female,Development,sad
3550,MSP-IMPROV-S05S-F03-S-MF05.wav,0.016667,0.95,0.016667,0.016667,0.55,0.25,3,Female,Development,sad
3551,MSP-IMPROV-S05S-F03-T-FM01.wav,0.051235,0.880864,0.051235,0.016667,0.39285725000000005,0.23214275,3,Female,Development,sad
3553,MSP-IMPROV-S05S-F04-P-FM02.wav,0.172222,0.016667,0.794444,0.016667,0.33333325,0.45833325,4,Female,Test,neutral
3555,MSP-IMPROV-S05S-F04-P-FM04.wav,0.016667,0.203333,0.763333,0.016667,0.09999999999999998,0.6,4,Female,Test,neutral
3556,MSP-IMPROV-S05S-F04-P-FM05.wav,0.016667,0.203333,0.763333,0.016667,0.2,0.44999999999999996,4,Female,Test,neutral
3557,MSP-IMPROV-S05S-F04-P-FM06.wav,0.016667,0.39,0.576667,0.016667,0.2,0.44999999999999996,4,Female,Test,neutral
3558,MSP-IMPROV-S05S-F04-S-FM01.wav,0.016667,0.95,0.016667,0.016667,0.25,0.15000000000000002,4,Female,Test,sad
3559,MSP-IMPROV-S05S-F04-S-FM02.wav,0.016667,0.833333,0.133333,0.016667,0.125,0.25,4,Female,Test,sad
3560,MSP-IMPROV-S05S-F04-T-FM01.wav,0.016667,0.90942,0.057246,0.016667,0.40217400000000003,0.25,4,Female,Test,sad
3606,MSP-IMPROV-S05S-M03-P-FM01.wav,0.016667,0.016667,0.327778,0.638889,0.25,0.75,3,Male,Development,happy
3607,MSP-IMPROV-S05S-M03-P-FM02.wav,0.016667,0.016667,0.016667,0.95,0.44999999999999996,0.8,3,Male,Development,happy
3608,MSP-IMPROV-S05S-M03-P-MF01.wav,0.016667,0.016667,0.016667,0.95,0.35,0.95,3,Male,Development,happy
3609,MSP-IMPROV-S05S-M03-P-MF02.wav,0.016667,0.016667,0.763333,0.203333,0.2,0.65,3,Male,Development,neutral
3610,MSP-IMPROV-S05S-M03-P-MF03.wav,0.016667,0.763333,0.203333,0.016667,0.2,0.30000000000000004,3,Male,Development,sad
3611,MSP-IMPROV-S05S-M03-P-MF04.wav,0.016667,0.576667,0.39,0.016667,0.35,0.4,3,Male,Development,sad
3612,MSP-IMPROV-S05S-M03-P-MF05.wav,0.016667,0.816667,0.15,0.016667,0.14285725,0.3214285,3,Male,Development,sad
3613,MSP-IMPROV-S05S-M03-P-MF06.wav,0.016667,0.016667,0.39,0.576667,0.2,0.65,3,Male,Development,happy
3614,MSP-IMPROV-S05S-M03-P-MF07.wav,0.016667,0.016667,0.763333,0.203333,0.25,0.55,3,Male,Development,neutral
3615,MSP-IMPROV-S05S-M03-S-FM01.wav,0.016667,0.576667,0.39,0.016667,0.25,0.4,3,Male,Development,sad
3616,MSP-IMPROV-S05S-M03-S-FM02.wav,0.172222,0.172222,0.638889,0.016667,0.0714285,0.53571425,3,Male,Development,neutral
3617,MSP-IMPROV-S05S-M03-S-FM03.wav,0.016667,0.203333,0.763333,0.016667,0.375,0.41666675,3,Male,Development,neutral
3618,MSP-IMPROV-S05S-M03-S-MF01.wav,0.203333,0.576667,0.203333,0.016667,0.35,0.30000000000000004,3,Male,Development,sad
3619,MSP-IMPROV-S05S-M03-S-MF02.wav,0.016667,0.576667,0.39,0.016667,0.15000000000000002,0.35,3,Male,Development,sad
3620,MSP-IMPROV-S05S-M03-S-MF03.wav,0.016667,0.763333,0.203333,0.016667,0.09999999999999998,0.30000000000000004,3,Male,Development,sad
3621,MSP-IMPROV-S05S-M03-S-MF04.wav,0.016667,0.6,0.366667,0.016667,0.15625,0.34375,3,Male,Development,sad
3622,MSP-IMPROV-S05S-M03-S-MF05.wav,0.016667,0.763333,0.203333,0.016667,0.04999999999999999,0.25,3,Male,Development,sad
3623,MSP-IMPROV-S05S-M03-T-MF01.wav,0.016667,0.672523,0.294144,0.016667,0.21052625000000003,0.243421,3,Male,Development,sad
3624,MSP-IMPROV-S05S-M03-T-MF02.wav,0.094444,0.638889,0.25,0.016667,0.28125,0.28125,3,Male,Development,sad
3625,MSP-IMPROV-S05S-M04-P-FM01.wav,0.016667,0.016667,0.95,0.016667,0.30000000000000004,0.5,4,Male,Test,neutral
3626,MSP-IMPROV-S05S-M04-P-FM02.wav,0.016667,0.016667,0.95,0.016667,0.14285725,0.53571425,4,Male,Test,neutral
3627,MSP-IMPROV-S05S-M04-P-FM03.wav,0.016667,0.016667,0.576667,0.39,0.35,0.65,4,Male,Test,neutral
3628,MSP-IMPROV-S05S-M04-P-FM04.wav,0.016667,0.016667,0.95,0.016667,0.25,0.5,4,Male,Test,neutral
3629,MSP-IMPROV-S05S-M04-P-FM05.wav,0.016667,0.016667,0.95,0.016667,0.35,0.5,4,Male,Test,neutral
3630,MSP-IMPROV-S05S-M04-P-FM06.wav,0.016667,0.203333,0.763333,0.016667,0.15000000000000002,0.4,4,Male,Test,neutral
3631,MSP-IMPROV-S05S-M04-P-FM07.wav,0.172222,0.172222,0.638889,0.016667,0.16666674999999997,0.5,4,Male,Test,neutral
3632,MSP-IMPROV-S05S-M04-P-MF01.wav,0.016667,0.39,0.576667,0.016667,0.2,0.35,4,Male,Test,neutral
3633,MSP-IMPROV-S05S-M04-S-FM01.wav,0.016667,0.763333,0.203333,0.016667,0.33333325,0.33333325,4,Male,Test,sad
3634,MSP-IMPROV-S05S-M04-S-FM02.wav,0.016667,0.716667,0.25,0.016667,0.5,0.35,4,Male,Test,sad
3635,MSP-IMPROV-S05S-M04-S-MF01.wav,0.016667,0.39,0.576667,0.016667,0.25,0.30000000000000004,4,Male,Test,neutral
3637,MSP-IMPROV-S05S-M04-T-MF01.wav,0.327778,0.265556,0.39,0.016667,0.4375,0.328125,4,Male,Test,neutral
3706,MSP-IMPROV-S06A-F03-P-FM01.wav,0.203333,0.203333,0.576667,0.016667,0.15000000000000002,0.44999999999999996,3,Female,Development,neutral
3707,MSP-IMPROV-S06A-F03-P-FM02.wav,0.016667,0.016667,0.016667,0.95,0.41666675,0.875,3,Female,Development,happy
3709,MSP-IMPROV-S06A-F03-P-MF02.wav,0.016667,0.016667,0.763333,0.203333,0.2,0.5,3,Female,Development,neutral
3710,MSP-IMPROV-S06A-F03-P-MF03.wav,0.016667,0.016667,0.016667,0.95,0.44999999999999996,0.75,3,Female,Development,happy
3711,MSP-IMPROV-S06A-F03-P-MF04.wav,0.576667,0.016667,0.203333,0.203333,0.4,0.35,3,Female,Development,angry
3712,MSP-IMPROV-S06A-F03-P-MF05.wav,0.95,0.016667,0.016667,0.016667,0.5,0.29166675,3,Female,Development,angry
3713,MSP-IMPROV-S06A-F03-P-MF06.wav,0.016667,0.016667,0.016667,0.95,0.375,0.875,3,Female,Development,happy
3714,MSP-IMPROV-S06A-F03-S-FM01.wav,0.483333,0.25,0.016667,0.25,0.44999999999999996,0.44999999999999996,3,Female,Development,angry
3715,MSP-IMPROV-S06A-F03-S-FM02.wav,0.95,0.016667,0.016667,0.016667,0.54166675,0.25,3,Female,Development,angry
3716,MSP-IMPROV-S06A-F03-S-FM03.wav,0.172222,0.172222,0.638889,0.016667,0.20833325000000003,0.41666675,3,Female,Development,neutral
3717,MSP-IMPROV-S06A-F03-S-FM04.wav,0.95,0.016667,0.016667,0.016667,0.55,0.2,3,Female,Development,angry
3718,MSP-IMPROV-S06A-F03-S-MF01.wav,0.203333,0.203333,0.576667,0.016667,0.2,0.44999999999999996,3,Female,Development,neutral
3719,MSP-IMPROV-S06A-F03-S-MF02.wav,0.016667,0.016667,0.95,0.016667,0.4,0.55,3,Female,Development,neutral
3720,MSP-IMPROV-S06A-F03-S-MF03.wav,0.25,0.016667,0.716667,0.016667,0.4,0.5,3,Female,Development,neutral
3721,MSP-IMPROV-S06A-F03-S-MF04.wav,0.016667,0.95,0.016667,0.016667,0.44999999999999996,0.30000000000000004,3,Female,Development,sad
3722,MSP-IMPROV-S06A-F03-S-MF05.wav,0.016667,0.016667,0.95,0.016667,0.4,0.4,3,Female,Development,neutral
3723,MSP-IMPROV-S06A-F03-S-MF06.wav,0.203333,0.016667,0.763333,0.016667,0.35,0.4,3,Female,Development,neutral
3725,MSP-IMPROV-S06A-F03-S-MF08.wav,0.016667,0.016667,0.95,0.016667,0.55,0.4,3,Female,Development,neutral
3726,MSP-IMPROV-S06A-F03-S-MF09.wav,0.016667,0.95,0.016667,0.016667,0.44999999999999996,0.44999999999999996,3,Female,Development,sad
3727,MSP-IMPROV-S06A-F03-S-MF10.wav,0.016667,0.576667,0.39,0.016667,0.65,0.25,3,Female,Development,sad
3728,MSP-IMPROV-S06A-F03-T-FM01.wav,0.911111,0.055556,0.016667,0.016667,0.5625,0.13541674999999997,3,Female,Development,angry
3729,MSP-IMPROV-S06A-F04-P-FM01.wav,0.016667,0.016667,0.203333,0.763333,0.15000000000000002,0.75,4,Female,Test,happy
3730,MSP-IMPROV-S06A-F04-P-FM02.wav,0.016667,0.15,0.55,0.283333,0.14285725,0.60714275,4,Female,Test,neutral
3731,MSP-IMPROV-S06A-F04-P-FM03.wav,0.016667,0.016667,0.95,0.016667,0.2,0.5,4,Female,Test,neutral
3732,MSP-IMPROV-S06A-F04-P-FM04.wav,0.016667,0.016667,0.016667,0.95,0.45833325,0.75,4,Female,Test,happy
3733,MSP-IMPROV-S06A-F04-P-FM05.wav,0.016667,0.016667,0.133333,0.833333,0.40625,0.78125,4,Female,Test,happy
3734,MSP-IMPROV-S06A-F04-P-FM06.wav,0.016667,0.016667,0.016667,0.95,0.44999999999999996,0.95,4,Female,Test,happy
3735,MSP-IMPROV-S06A-F04-P-MF01.wav,0.016667,0.016667,0.016667,0.95,0.55,0.95,4,Female,Test,happy
3736,MSP-IMPROV-S06A-F04-P-MF02.wav,0.016667,0.016667,0.016667,0.95,0.4,0.6,4,Female,Test,happy
3737,MSP-IMPROV-S06A-F04-S-FM01.wav,0.016667,0.016667,0.95,0.016667,0.25,0.4,4,Female,Test,neutral
3738,MSP-IMPROV-S06A-F04-S-FM02.wav,0.794444,0.016667,0.172222,0.016667,0.5,0.21428575,4,Female,Test,angry
3739,MSP-IMPROV-S06A-F04-S-FM03.wav,0.763333,0.016667,0.203333,0.016667,0.6,0.25,4,Female,Test,angry
3740,MSP-IMPROV-S06A-F04-S-FM04.wav,0.576667,0.016667,0.39,0.016667,0.55,0.30000000000000004,4,Female,Test,angry
3741,MSP-IMPROV-S06A-F04-S-MF01.wav,0.016667,0.763333,0.203333,0.016667,0.35,0.30000000000000004,4,Female,Test,sad
3743,MSP-IMPROV-S06A-F04-S-MF03.wav,0.016667,0.763333,0.203333,0.016667,0.25,0.35,4,Female,Test,sad
3744,MSP-IMPROV-S06A-F04-T-FM01.wav,0.306322,0.113218,0.531609,0.048851,0.37903224999999996,0.43548374999999995,4,Female,Test,neutral
3800,MSP-IMPROV-S06A-M03-P-FM01.wav,0.203333,0.016667,0.576667,0.203333,0.35,0.44999999999999996,3,Male,Development,neutral
3801,MSP-IMPROV-S06A-M03-P-FM02.wav,0.016667,0.016667,0.95,0.016667,0.09999999999999998,0.44999999999999996,3,Male,Development,neutral
3802,MSP-IMPROV-S06A-M03-P-MF01.wav,0.016667,0.016667,0.763333,0.203333,0.2,0.35,3,Male,Development,neutral
3803,MSP-IMPROV-S06A-M03-P-MF03.wav,0.016667,0.016667,0.763333,0.203333,0.25,0.5,3,Male,Development,neutral
3804,MSP-IMPROV-S06A-M03-P-MF04.wav,0.016667,0.016667,0.638889,0.327778,0.33333325,0.58333325,3,Male,Development,neutral
3805,MSP-IMPROV-S06A-M03-P-MF05.wav,0.016667,0.016667,0.016667,0.95,0.35,0.8,3,Male,Development,happy
3806,MSP-IMPROV-S06A-M03-P-MF06.wav,0.016667,0.203333,0.763333,0.016667,0.04999999999999999,0.44999999999999996,3,Male,Development,neutral
3808,MSP-IMPROV-S06A-M03-S-FM01.wav,0.016667,0.016667,0.95,0.016667,0.30000000000000004,0.5,3,Male,Development,neutral
3809,MSP-IMPROV-S06A-M03-S-FM02.wav,0.016667,0.016667,0.95,0.016667,0.1875,0.4375,3,Male,Development,neutral
3810,MSP-IMPROV-S06A-M03-S-FM03.wav,0.016667,0.016667,0.95,0.016667,0.4,0.5,3,Male,Development,neutral
3811,MSP-IMPROV-S06A-M03-S-FM04.wav,0.016667,0.203333,0.576667,0.203333,0.33333325,0.5,3,Male,Development,neutral
3812,MSP-IMPROV-S06A-M03-S-FM05.wav,0.327778,0.016667,0.638889,0.016667,0.4,0.35,3,Male,Development,neutral
3813,MSP-IMPROV-S06A-M03-S-MF01.wav,0.203333,0.016667,0.576667,0.203333,0.5,0.5,3,Male,Development,neutral
3814,MSP-IMPROV-S06A-M03-S-MF02.wav,0.716667,0.016667,0.25,0.016667,0.35,0.4,3,Male,Development,angry
3815,MSP-IMPROV-S06A-M03-S-MF03.wav,0.016667,0.016667,0.576667,0.39,0.35,0.6,3,Male,Development,neutral
3816,MSP-IMPROV-S06A-M03-S-MF04.wav,0.203333,0.016667,0.763333,0.016667,0.5,0.44999999999999996,3,Male,Development,neutral
3817,MSP-IMPROV-S06A-M03-S-MF05.wav,0.016667,0.016667,0.95,0.016667,0.4,0.4,3,Male,Development,neutral
3818,MSP-IMPROV-S06A-M03-S-MF06.wav,0.716667,0.016667,0.25,0.016667,0.40625,0.3125,3,Male,Development,angry
3819,MSP-IMPROV-S06A-M03-S-MF07.wav,0.55,0.016667,0.416667,0.016667,0.60714275,0.35714274999999995,3,Male,Development,angry
3820,MSP-IMPROV-S06A-M03-S-MF08.wav,0.016667,0.016667,0.25,0.716667,0.55,0.7,3,Male,Development,happy
3821,MSP-IMPROV-S06A-M03-S-MF09.wav,0.763333,0.016667,0.203333,0.016667,0.4,0.30000000000000004,3,Male,Development,angry
3822,MSP-IMPROV-S06A-M03-T-MF01.wav,0.016667,0.016667,0.889785,0.076882,0.360294,0.5588235,3,Male,Development,neutral
3823,MSP-IMPROV-S06A-M04-P-FM01.wav,0.016667,0.016667,0.95,0.016667,0.20833325000000003,0.58333325,4,Male,Test,neutral
3824,MSP-IMPROV-S06A-M04-P-FM02.wav,0.016667,0.016667,0.95,0.016667,0.09999999999999998,0.4,4,Male,Test,neutral
3825,MSP-IMPROV-S06A-M04-P-FM03.wav,0.016667,0.016667,0.95,0.016667,0.25,0.5,4,Male,Test,neutral
3826,MSP-IMPROV-S06A-M04-P-FM04.wav,0.016667,0.016667,0.016667,0.95,0.30000000000000004,0.75,4,Male,Test,happy
3827,MSP-IMPROV-S06A-M04-P-MF01.wav,0.016667,0.016667,0.95,0.016667,0.6,0.5,4,Male,Test,neutral
3828,MSP-IMPROV-S06A-M04-P-MF02.wav,0.576667,0.016667,0.016667,0.39,0.7,0.44999999999999996,4,Male,Test,angry
3829,MSP-IMPROV-S06A-M04-P-MF03.wav,0.016667,0.016667,0.016667,0.95,0.28125,0.75,4,Male,Test,happy
3830,MSP-IMPROV-S06A-M04-S-FM01.wav,0.016667,0.25,0.716667,0.016667,0.25,0.30000000000000004,4,Male,Test,neutral
3831,MSP-IMPROV-S06A-M04-S-FM02.wav,0.016667,0.203333,0.576667,0.203333,0.35,0.4,4,Male,Test,neutral
3833,MSP-IMPROV-S06A-M04-S-MF01.wav,0.016667,0.016667,0.95,0.016667,0.0,0.5,4,Male,Test,neutral
3834,MSP-IMPROV-S06A-M04-S-MF02.wav,0.95,0.016667,0.016667,0.016667,0.7916667500000001,0.16666674999999997,4,Male,Test,angry
3835,MSP-IMPROV-S06A-M04-S-MF03.wav,0.763333,0.203333,0.016667,0.016667,0.6,0.2,4,Male,Test,angry
3836,MSP-IMPROV-S06A-M04-S-MF04.wav,0.763333,0.203333,0.016667,0.016667,0.65,0.15000000000000002,4,Male,Test,angry
3837,MSP-IMPROV-S06A-M04-T-MF01.wav,0.683333,0.016667,0.283333,0.016667,0.59821425,0.28571424999999995,4,Male,Test,angry
3878,MSP-IMPROV-S06H-F03-P-FM01.wav,0.016667,0.016667,0.416667,0.55,0.46875,0.21875,3,Female,Development,happy
3879,MSP-IMPROV-S06H-F03-P-FM02.wav,0.016667,0.016667,0.016667,0.95,0.85714275,0.9285715000000001,3,Female,Development,happy
3880,MSP-IMPROV-S06H-F03-P-MF01.wav,0.016667,0.016667,0.25,0.716667,0.21875,0.71875,3,Female,Development,happy
3881,MSP-IMPROV-S06H-F03-P-MF02.wav,0.15,0.016667,0.016667,0.816667,0.60714275,0.85714275,3,Female,Development,happy
3882,MSP-IMPROV-S06H-F03-P-MF03.wav,0.016667,0.016667,0.327778,0.638889,0.29166675,0.58333325,3,Female,Development,happy
3883,MSP-IMPROV-S06H-F03-P-MF04.wav,0.016667,0.016667,0.95,0.016667,0.15000000000000002,0.5,3,Female,Development,neutral
3884,MSP-IMPROV-S06H-F03-P-MF05.wav,0.016667,0.016667,0.95,0.016667,0.25,0.5,3,Female,Development,neutral
3885,MSP-IMPROV-S06H-F03-P-MF06.wav,0.203333,0.016667,0.203333,0.576667,0.54166675,0.54166675,3,Female,Development,happy
3886,MSP-IMPROV-S06H-F03-P-MF07.wav,0.016667,0.016667,0.55,0.416667,0.1785715,0.60714275,3,Female,Development,neutral
3887,MSP-IMPROV-S06H-F03-P-MF08.wav,0.016667,0.016667,0.203333,0.763333,0.6,0.8500000000000001,3,Female,Development,happy
3888,MSP-IMPROV-S06H-F03-S-FM01.wav,0.016667,0.016667,0.016667,0.95,0.65,0.8999999999999999,3,Female,Development,happy
3889,MSP-IMPROV-S06H-F03-S-FM02.wav,0.016667,0.016667,0.39,0.576667,0.44999999999999996,0.75,3,Female,Development,happy
3890,MSP-IMPROV-S06H-F03-S-FM03.wav,0.016667,0.016667,0.366667,0.6,0.40625,0.5,3,Female,Development,happy
3891,MSP-IMPROV-S06H-F03-S-MF01.wav,0.016667,0.016667,0.016667,0.95,0.5714285,0.89285725,3,Female,Development,happy
3893,MSP-IMPROV-S06H-F03-S-MF03.wav,0.172222,0.016667,0.638889,0.172222,0.53571425,0.46428575000000005,3,Female,Development,neutral
3894,MSP-IMPROV-S06H-F03-S-MF04.wav,0.016667,0.016667,0.016667,0.95,0.65,0.8500000000000001,3,Female,Development,happy
3895,MSP-IMPROV-S06H-F03-S-MF05.wav,0.016667,0.016667,0.016667,0.95,0.75,0.9166667500000001,3,Female,Development,happy
3896,MSP-IMPROV-S06H-F03-S-MF06.wav,0.016667,0.016667,0.172222,0.794444,0.41666675,0.7916667500000001,3,Female,Development,happy
3897,MSP-IMPROV-S06H-F03-S-MF07.wav,0.016667,0.016667,0.716667,0.25,0.5,0.5,3,Female,Development,neutral
3898,MSP-IMPROV-S06H-F03-S-MF08.wav,0.016667,0.016667,0.016667,0.95,0.625,0.9583332499999999,3,Female,Development,happy
3899,MSP-IMPROV-S06H-F03-S-MF09.wav,0.016667,0.172222,0.172222,0.638889,0.41666675,0.70833325,3,Female,Development,happy
3900,MSP-IMPROV-S06H-F03-S-MF10.wav,0.016667,0.016667,0.39,0.576667,0.5,0.7,3,Female,Development,happy
3901,MSP-IMPROV-S06H-F04-P-FM01.wav,0.016667,0.016667,0.016667,0.95,0.5,0.71428575,4,Female,Test,happy
3902,MSP-IMPROV-S06H-F04-P-FM02.wav,0.016667,0.016667,0.016667,0.95,0.30000000000000004,0.8500000000000001,4,Female,Test,happy
3903,MSP-IMPROV-S06H-F04-P-FM03.wav,0.016667,0.016667,0.016667,0.95,0.25,0.8500000000000001,4,Female,Test,happy
3904,MSP-IMPROV-S06H-F04-P-MF01.wav,0.203333,0.016667,0.016667,0.763333,0.55,0.8999999999999999,4,Female,Test,happy
3905,MSP-IMPROV-S06H-F04-S-FM01.wav,0.016667,0.016667,0.203333,0.763333,0.30000000000000004,0.8500000000000001,4,Female,Test,happy
3906,MSP-IMPROV-S06H-F04-S-FM02.wav,0.016667,0.016667,0.416667,0.55,0.47222224999999995,0.33333325,4,Female,Test,happy
3907,MSP-IMPROV-S06H-F04-S-MF01.wav,0.016667,0.016667,0.016667,0.95,0.3125,0.53125,4,Female,Test,happy
3908,MSP-IMPROV-S06H-F04-T-FM01.wav,0.016667,0.016667,0.016667,0.95,0.52173925,0.88043475,4,Female,Test,happy
3955,MSP-IMPROV-S06H-M03-P-FM01.wav,0.016667,0.016667,0.95,0.016667,0.30000000000000004,0.5,3,Male,Development,neutral
3956,MSP-IMPROV-S06H-M03-P-MF01.wav,0.016667,0.016667,0.016667,0.95,0.375,0.75,3,Male,Development,happy
3957,MSP-IMPROV-S06H-M03-P-MF02.wav,0.016667,0.016667,0.763333,0.203333,0.15000000000000002,0.55,3,Male,Development,neutral
3958,MSP-IMPROV-S06H-M03-P-MF03.wav,0.016667,0.016667,0.327778,0.638889,0.33333325,0.70833325,3,Male,Development,happy
3959,MSP-IMPROV-S06H-M03-P-MF04.wav,0.016667,0.016667,0.39,0.576667,0.30000000000000004,0.75,3,Male,Development,happy
3960,MSP-IMPROV-S06H-M03-S-FM01.wav,0.016667,0.016667,0.203333,0.763333,0.5,0.8,3,Male,Development,happy
3961,MSP-IMPROV-S06H-M03-S-FM02.wav,0.016667,0.016667,0.716667,0.25,0.25,0.65,3,Male,Development,neutral
3962,MSP-IMPROV-S06H-M03-S-FM03.wav,0.016667,0.016667,0.576667,0.39,0.29166675,0.625,3,Male,Development,neutral
3963,MSP-IMPROV-S06H-M03-S-MF01.wav,0.016667,0.016667,0.016667,0.95,0.40625,0.84375,3,Male,Development,happy
3964,MSP-IMPROV-S06H-M03-S-MF02.wav,0.016667,0.016667,0.6,0.366667,0.375,0.71875,3,Male,Development,neutral
3965,MSP-IMPROV-S06H-M03-S-MF03.wav,0.016667,0.016667,0.203333,0.763333,0.5,0.625,3,Male,Development,happy
3966,MSP-IMPROV-S06H-M03-S-MF04.wav,0.016667,0.016667,0.95,0.016667,0.15000000000000002,0.6,3,Male,Development,neutral
3967,MSP-IMPROV-S06H-M03-S-MF05.wav,0.016667,0.016667,0.203333,0.763333,0.33333325,0.75,3,Male,Development,happy
3968,MSP-IMPROV-S06H-M03-S-MF06.wav,0.016667,0.016667,0.203333,0.763333,0.4,0.7,3,Male,Development,happy
3969,MSP-IMPROV-S06H-M03-S-MF07.wav,0.016667,0.016667,0.016667,0.95,0.0,0.44999999999999996,3,Male,Development,happy
3970,MSP-IMPROV-S06H-M03-S-MF08.wav,0.016667,0.016667,0.203333,0.763333,0.35,0.75,3,Male,Development,happy
3971,MSP-IMPROV-S06H-M03-S-MF09.wav,0.203333,0.016667,0.763333,0.016667,0.2,0.44999999999999996,3,Male,Development,neutral
3972,MSP-IMPROV-S06H-M03-S-MF10.wav,0.016667,0.016667,0.416667,0.55,0.46428575000000005,0.6785715,3,Male,Development,happy
3973,MSP-IMPROV-S06H-M03-S-MF11.wav,0.016667,0.016667,0.016667,0.95,0.4,0.75,3,Male,Development,happy
3974,MSP-IMPROV-S06H-M03-S-MF12.wav,0.016667,0.016667,0.25,0.716667,0.25,0.55,3,Male,Development,happy
3975,MSP-IMPROV-S06H-M03-T-MF01.wav,0.016667,0.016667,0.431481,0.535185,0.29166675,0.70833325,3,Male,Development,happy
3976,MSP-IMPROV-S06H-M04-P-FM01.wav,0.016667,0.576667,0.39,0.016667,0.0,0.25,4,Male,Test,sad
3977,MSP-IMPROV-S06H-M04-P-FM02.wav,0.016667,0.016667,0.203333,0.763333,0.4,0.7,4,Male,Test,happy
3978,MSP-IMPROV-S06H-M04-P-FM03.wav,0.016667,0.016667,0.016667,0.95,0.5,0.8,4,Male,Test,happy
3979,MSP-IMPROV-S06H-M04-P-MF01.wav,0.016667,0.6,0.366667,0.016667,0.1875,0.25,4,Male,Test,sad
3980,MSP-IMPROV-S06H-M04-P-MF02.wav,0.016667,0.016667,0.016667,0.95,0.65,0.8999999999999999,4,Male,Test,happy
3981,MSP-IMPROV-S06H-M04-S-FM01.wav,0.016667,0.016667,0.016667,0.95,0.44999999999999996,0.8,4,Male,Test,happy
3982,MSP-IMPROV-S06H-M04-S-FM02.wav,0.016667,0.016667,0.016667,0.95,0.75,0.8,4,Male,Test,happy
3983,MSP-IMPROV-S06H-M04-S-MF01.wav,0.016667,0.016667,0.55,0.416667,0.3214285,0.5714285,4,Male,Test,neutral
3984,MSP-IMPROV-S06H-M04-T-MF01.wav,0.016667,0.055556,0.211111,0.716667,0.36458325,0.7708332499999999,4,Male,Test,happy
4029,MSP-IMPROV-S06N-F03-P-FM01.wav,0.016667,0.016667,0.794444,0.172222,0.375,0.5,3,Female,Development,neutral
4030,MSP-IMPROV-S06N-F03-P-FM02.wav,0.016667,0.016667,0.95,0.016667,0.2,0.4,3,Female,Development,neutral
